number,check,korean,hanja,japanese,english,example,translation
1541,,지하철역,地下鐵驛,地下鉄駅,subway station,지하철역에 도착하다,arrive at the subway station
1542,,직업,職業,職業,job,직업을 구하다,find a job
1543,,직원,職員,職員,staff,직원을 모집하다,recruit staff
1544,,직장,職場,職場,workplace,직장에 다니다,go to work
1545,,직접,直接,直接,directly,직접 만나다,meet in person
1546,,진짜,,,really,진짜 괜찮다,be really okay
1547,,진하다,濃,濃,"thick, dense",안개가 진하다,the fog is thick
1548,,질문,質問,質問,question,질문에 답하다,answer a question
1549,,짐,,,,"luggage, cargo",짐을 싸다,pack up
1550,,집,,,house,집에 살다,live at home
1551,,집들이,,,housewarming,집들이에 초대하다,invite to a housewarming party
1552,,집안일,,,housework,집안일을 보다,do housework
1553,,짓다,,,build,집을 짓다,build a house
1554,,짜다,,,salty,맛이 짜다,it's salty
1555,,짜증,,,annoyance,짜증을 내다,get annoyed
1556,,짝,,,pair,짝을 맞추다,make a pair
1557,,짧다,,,short,다리가 짧다,have short legs
1558,,짬뽕,,,Champong (food),음식,food
1559,,쪽,,,,"direction, way",방향,direction
1560,,찌개,,,stew,찌개를 끓이다,boil stew
1561,,찌다,,,gain,살이 찌다,gain weight
1562,,찌다,,,steam,감자를 찌다,steam potatoes
1563,,찍다,,,"set, stamp",도장을 찍다,stamp a seal
1564,,차,車,車,car,자동차,Car
1565,,차,茶,茶,tea,차를 마시다,drink tea
1566,,차갑다,,,cold,물이 차갑다,the water is cold
1567,,차다,,,"be full, be filled",공간이 차다,space is full
1568,,차다,,,kick,공을 차다,kick a ball
1569,,차다,,,wear (watch),시계를 차다,wear a watch
1570,,차다,,,cold,바람이 차다,the wind is cold
1571,,차례,次例,次,,"order, turn",차례 지키다,take turns
1572,,착하다,,,kind,마음이 착하다,have a good heart
1573,,찬물,,,cold water,찬물을 마시다,drink cold water
1574,,참,,,very,참 좋다,It's really good
1575,,참다,,,suppress,기침을 참다,hold back a cough
1576,,참외,,,melon,과일,fruit
1577,,창문,窓門,窓,window,창문을 열다,open a window
1578,,찾다,,,find,지갑을 찾다,look for wallet
1579,,찾아가다,,,to go to,교실로 찾아가다,go to class
1580,,찾아보다,,,to look for,수첩을 찾아보다,look for notebook
1581,,찾아오다,,,come to,손님이 찾아오다,a guest comes
1582,,채소,菜蔬,菜蔬,vegetable,채소를 먹다,eat vegetables
1583,,책,冊,本,book,책을 읽다,read book
1584,,책상,冊床,机,desk,가구,furniture
1585,,책장,冊欌,本棚,bookshelf,가구,furniture
1586,,처음,,,first,처음 시작하다,start for the first time
1587,,천,千,千,thousand,숫자,number
1588,,천만,千萬,千万,ten million,숫자,number
1589,,천천히,,,slowly,천천히 가다,go slowly
1590,,첫,,,first,첫 만남,first meet
1591,,첫날,,,first day,새해 첫날,first day of the new year
1592,,첫째,,,first,첫째 시간,first time
1593,,청년,靑年,青年,youth,젊은 청년,young man
1594,,청바지,靑,青,blue jeans,청바지를 입다,wear jeans
1595,,청소,淸掃,清掃,cleaning,화장실 청소,toilet cleaning
1596,,청소년,靑少年,青少年,teenager,청소년 시절,during adolescence
1597,,체육관,體育館,体育館,gym,실내 체육관,indoor gym
1598,,체크무늬,,,checkered (clothes),체크무늬 남방,checkered pattern
1599,,쳐다보다,,,look at,하늘을 쳐다보다,look up at the sky
1600,,초,初,初,beginning,초기,early
1601,,초,秒,秒,second,시간,time
1602,,초대,招待,招待,invitation,초대를 하다,invite
1603,,초대장,招待狀,招待状,invitation card,초대장을 보내다,send an invitation
1604,,초등학교,初等學校,初等学校,elementary school,초등학교에 입학하다,enter elementary school
1605,,초등학생,初等學生,初等学生,elementary student,초등학생이 되다,become an elementary school student
1606,,초록색,草綠色,草緑色,green,색깔,color
1607,,초콜릿,,,chocolate,초콜릿을 먹다,eat chocolate
1608,,최고,最高,最高,"best, highest",최고 점수,highest score
1609,,최근,最近,最近,recent,최근에 들다,heard recently
1610,,추다,,,dance,춤을 추다,dance
1611,,추석,秋夕,秋夕,Chuseok,명절,holiday
1612,,축구,蹴球,蹴球,soccer,운동,work out
1613,,축구공,蹴球,蹴球,soccer ball,축구공을 차다,kick a soccer ball
1614,,축하,祝賀,祝賀,congrats,축하 파티,celebration party
1615,,출구,出口,出口,exit,출구로 나가다,go to the exit
1616,,출근,出勤,出勤,go work,퇴근,leave work
1617,,출발,出發,出発,depart,도착,arrive
1618,,출석,出席,出席,attendance,출석을 부르다,call attendance
1619,,출입,出入,出入,access,출입을 통제하다,control access
1620,,출입국,出入國,出入国,immigration,출입국 사무소,immigration office
1621,,출장,出張,出張,business trip,출장을 가다,go on a business trip
1622,,출퇴근,出退勤,出退勤,commute,출퇴근을 하다,commute to work
1623,,춤,,,dance,춤을 추다,dance
1624,,춤추다,,,to dance,가수들이 춤추다,singers dance
1625,,춥다,,,cold,날씨가 춥다,the weather is cold
1626,,충분하다,充分,充分,enough,시간이 충분하다,there's enough time.
1627,,취미,趣味,趣味,hobby,취미 생활,hobbies
1628,,취소,取消,取消,cancel,예약 취소,cancel reservation
1629,,취직,就職,就職,employment,취직이 되다,get a job
1630,,층,層,層,floor,10층 건물,10-floor building
1631,,치과,齒科,歯科,dentist,병원,hospital
1632,,치다,,,hit,책상을 치다,hit the desk
1633,,치료,治療,治療,treatment,치료를 받다,receive treatment
1634,,치마,,,skirt,치마를 입다,wear a skirt
1635,,치약,齒藥,歯薬,toothpaste,치약을 짜다,squeeze toothpaste
1636,,치킨,,,chicken,음식,food
1637,,친구,親舊,親旧,friend,친구를 만나다,meet a friend
1638,,친절,親切,親切,kindness,친절로 대하다,treat with kindness
1639,,친척,親戚,親戚,relative,친척이 모이다,relatives gather
1640,,친하다,親,親,close,친구와 친하다,be close to friends
1641,,칠,七,七,seven,숫자,number
1642,,칠십,七十,七十,seventy,숫자,number
1643,,칠월,七月,七月,July,달(월),month
1644,,칠판,漆板,黒板,blackboard,칠판에 쓰다,write on the blackboard
1645,,침대,寢臺,寝台,bed,가구,furniture
1646,,침실,寢室,寝室,bedroom,침실에서 자다,sleep in the bedroom
1647,,칫솔,,,toothbrush,칫솔로 이를 닦다,brush teeth with toothbrush
1648,,칭찬,稱讚,称賛,compliment,칭찬을 듣다,hear a compliment
1649,,카드,,,card,카드를 쓰다,write a card
1650,,카레,,,curry (food),음식,food
1651,,카메라,,,camera,카메라로 찍다,take picture using camera
1652,,카페,,,cafe,카페에서 만나다,meet at a cafe
1653,,칼,,,knife,칼로 자르다,cut with a knife
1654,,칼국수,,,kalguksu,음식,food
1655,,캐나다,,,Canada,나라,country
1656,,커피,,,coffee,커피를 마시다,drink coffee
1657,,커피숍,,,coffee shop,커피숖에서 만나다,meet at the coffee shop
1658,,컴퓨터,,,computer,컴퓨터 게임,computer game
1659,,컵,,,cup,컵을 닦다,clean the cup
1660,,케이크,,,cake,케이크를 먹다,eat cake
1661,,켜다,,,turn on,불을 켜다,turn on a light
1662,,켜다,,,turn on,바이올린을 켜다,play the violin
1663,,켤레,,,pair,한 켤레,one pair
1664,,코,,,nose,코가 높다,nose is high
1665,,코끼리,,,elephant,동물,animal
1666,,콘서트,,,concert,콘서트를 보다,watch a concert
1667,,콜라,,,Cola,콜라를 마시다,drink cola
1668,,콧물,,,,"snot, nose run",콧물이 나오다,runny nose
1669,,콩,,,bean,식물,plant
1670,,크기,,,size,크기가 크다,the size is big
1671,,크다,,,big,크기가 크다,the size is big
1672,,크리스마스,,,Christmas,크리스마스 트리,christmas tree
1673,,큰소리,,,loud,큰소리가 들리다,hear a loud noise
1674,,키,,,height,키가 큰 사람,a tall person
1675,,키우다,,,raise,강아지를 키우다,raise a puppy
1676,,킬로그램,,,kilogram,단위,unit
1677,,킬로미터,,,kilometer,단위,unit
1678,,타다,,,burn,불에 타다,"burn, be on fire"
1679,,타다,,,"take, ride",차에 타다,take a car
1680,,타다,,,make,커피를 타다,make coffee
1681,,탁구,卓球,卓球,ping-pong,탁구를 치다,play table tennis
1682,,탕수육,糖醋肉,酢豚,tangsuyuk (food),음식,food
1683,,태국,泰國,タイ,Thailand,나라,country
1684,,태권도,跆拳道,テコンドー,Taekwondo,태권도를 배우다,learn taekwondo
1685,,태극기,太極旗,太極旗,"Korean flag, taegeukgi",태극기를 달다,hang taegeukgi
1686,,태도,態度,態度,attitude,태도가 좋다,have a good attitude
1687,,태어나다,,,born,아이가 태어나다,a child is born
1688,,태풍,颱風,台風,typhoon,태풍이 불다,a typhoon blows
1689,,택배,宅配,宅配,"parcel, delivery",택배로 보내다,send by courier
1690,,택시,,,taxi,택시를 타다,take a taxi
1691,,터미널,,,terminal,터미널에서 내리다,get off at the terminal
1692,,테니스,,,tennis,테니스를 치다,play tennis
1693,,테니스장,,,tennis court,테니스장에서 연습하다,practice at the tennis court
1694,,테이블,,,table,테이블에 놓다,put on the table
1695,,텔레비전,,,television,텔레비전을 보다,watch television
1696,,토끼,,,rabbit,동물,animal
1697,,토마토,,,tomato,채소,vegetable
1698,,토요일,土曜日,土曜日,Saturday,요일,day of the week
1699,,통장,通帳,通帳,bankbook,통장을 만들다,make a bank account
1700,,통화,通話,通話,call,전화 통화,a phone call
1701,,퇴근,退勤,退勤,leave work,출근,go to work
1702,,퇴원,退院,退院,"discharge, leave hospital",퇴원 수속,discharge procedures
1703,,튀기다,,,fry,기름에 튀기다,fry in oil
1704,,튀김,,,fried,튀김을 먹다,eat fried food
1705,,트럭,,,truck,트럭을 타다,ride a truck
1706,,특별하다,特別,特別,special,관심이 특별하다,have a special interest
1707,,특별히,特別,特別,especially,특별히 좋아하다,particularly like
1708,,특히,特,特,especially,특히 좋아하다,particularly like
1709,,튼튼하다,,,strong,몸이 튼튼하다,have a strong body
1710,,틀다,,,turn on,텔레비전을 틀다,turn on the television
1711,,틀리다,,,wrong,답이 틀리다,answer is wrong
1712,,티셔츠,,,t-shirt,티셔츠를 입다,wear a t-shirt
1713,,팀,,,team,팀을 이루다,team up
1714,,파란색,,,blue color,색깔,color
1715,,파랗다,,,blue,하늘이 파랗다,the sky is blue
1716,,파티,,,party,파티를 열다,throw a party
1717,,팔,,,arm,신체,body
1718,,팔,八,八,eight,숫자,number
1719,,팔다,,,sell,책을 팔다,sell books
1720,,팔리다,,,"sell, be sold",물건이 팔라다,sell goods
1721,,팔십,八十,八十,eighty,숫자,number
1722,,팔월,八月,八月,August,달(월),month
1723,,펴다,,,unfold,책을 펴다,open a book
1724,,편리,便利,便利,convenience,고객의 편리,customer convenience
1725,,편안,便安,便安,"peace, comfort",편안을 바라다,wish for peace
1726,,편의점,便宜店,コンビニ,convenience store,편의점에서 사다,buy at a convenience store
1727,,편지,便紙,手紙,letter,편지를 쓰다,write a letter
1728,,편찮다,,,"unwell, sick",할아버지께서 편찮다,grandfather is unwell
1729,,편하다,便,便,relaxing,마음이 편하다,relaxed
1730,,평소,平素,平素,usually,평소와 같다,same as usual
1731,,평일,平日,平日,weekday,주말,weekend
1732,,포도,葡萄,葡萄,grape,과일,fruit
1733,,포장,包裝,包装,wrapping,선물 포장,gift wrapping
1734,,표,票,票,ticket,표를 끊다,buy a ticket
1735,,푸르다,,,green,나무가 푸르다,the trees are green
1736,,푹,,,"good, well",푹 자다,sleep well
1737,,풀다,,,solve,나사를 풀다,loosen the screw
1738,,풍경,風景,風景,landscape,풍경을 보다,look at the scenery
1739,,프라이팬,,,frying pan,프라이팬에 볶다,fry in a frying pan
1740,,프랑스,,,France,나라,country
1741,,프로그램,,,program,교육 프로그램,educational program
1742,,피,血,血,blood,피를 흘리다,shed blood
1743,,피곤,疲困,疲困,tired,피곤에 지치다,be exhausted
1744,,피다,,,bloom,꽃이 피다,flower blooms
1745,,피아노,,,piano,피아노를 치다,play the piano
1746,,피우다,,,bloom,꽃을 피우다,make flowers bloom
1747,,피자,,,pizza,피자를 주문하다,order pizza
1748,,필요,必要,必要,need,필요를 충족하다,meet a need
1749,,필통,筆筒,筆箱,pencil case,필통에 넣다,put in pencil case
1750,,하나,,,one,숫자,number
1751,,하늘,,,sky,하늘이 높다,the sky is high
1752,,하늘색,,,sky blue,색깔,color
1753,,하다,,,do,운동을 하다,do exercise
1754,,-하다,,,be-,건강하다,healthy
1755,,하루,,,day,하루를 보내다,spend the day
1756,,하숙비,下宿費,下宿費,lodging fee,하숙비를 내다,pay lodging fee
1757,,하숙집,下宿,下宿,boarding house,하숙집에 묵다,stay in a boarding house
1758,,하얀색,,,white color,색깔,color
1759,,하얗다,,,white,눈이 하얗다,snow is white
1760,,하지만,,,however,−,
1761,,학교,學校,学校,school,학교에 다니다,go to school
1762,,학기,學期,学期,semester,학기가 시작되다,semester begins
1763,,학년,學年,学年,grade,새 학년,new school year
1764,,학생,學生,学生,student,학생을 가르치다,teach a student
1765,,학생증,學生證,学生証,student ID,학생증을 제시하다,present student ID
1766,,학원,學院,学院,academy,영어 학원,English academy
1767,,한,,,one,한 명,one person
1768,,한가하다,閑暇,閑暇,"free, spare",마음이 한가하다,feel free
1769,,한강,漢江,漢江,Han river,지명,place
1770,,한국,韓國,韓国,Korea,나라,country
1771,,한글,韓,ハングル,Hangul,한글을 쓰다,write Korean
1772,,한두,,,one or two,한두 명,one or two people
1773,,한번,,,once,한번 해 보다,give it a try
1774,,한복,韓服,韓服,Hanbok,한복을 입다,wear hanbok
1775,,한식,韓食,韓国料理,Korean food,한식을 먹다,eat Korean food
1776,,한식집,韓食,韓国料理,Korean restaurant,음식점,restaurant
1777,,한옥,韓屋,韓屋,Hanok house,한옥에 살다,live in a Hanok house
1778,,한잔,,,a drink,한잔 마시다,have a drink
1779,,한턱,,,a treat,한턱을 내다,give a treat
1780,,할머니,,,grandmother,가족,family
1781,,할아버지,,,grandfather,가족,family
1782,,할인,割引,割引,discount,할인 가격,discount price
1783,,함께,,,together,함께 놀다,play together
1784,,항공,航空,航空,airline,항공 운항,air operation
1785,,항공권,航空券,航空券,airline ticket,항공권을 예약하다,book a flight ticket
1786,,항상,恒常,恒常,always,항상 같다,always the same
1787,,해,,,sun,해가 뜨다,sun rises
1788,,해마다,,,every year,해마다 만나다,meet every year
1789,,해외,海外,海外,overseas,해외에 수출하다,export abroad
1790,,해외여행,海外旅行,海外旅行,overseas travel,해외여행을 가다,go on a trip abroad
1791,,햄버거,,,hamburger,햄버거를 먹다,eat a hamburger
1792,,햇빛,,,sunshine,햇빛이 비치다,sunlight shines
1793,,행동,行動,行動,action,행동에 옮기다,take action
1794,,행복,幸福,幸福,happiness,행복을 빌다,wish happiness
1795,,행사,行事,行事,event,행사에 참여하다,participate in an event
1796,,허리,,,waist,신체,body
1797,,헤어지다,,,broke up,친구와 헤어지다,break up with a friend
1798,,헬스클럽,,,health club,헬스클럽에서 운동하다,exercise at the health club
1799,,혀,,,tongue,신체,body
1800,,현금,現金,現金,cash,현금을 인출하다,withdraw cash
1801,,현재,現在,現在,currently,현재 하는 일,the job I am doing now
1802,,형,兄,兄,brother,가족,family
1803,,형제,兄弟,兄弟,"brother, sibling",아들 삼 형제,son three brothers
1804,,호,號,号,"No. (number, issue)",사월 호 잡지,april issue magazine
1805,,호랑이,,,tiger,동물,animal
1806,,호수,湖水,湖,lake,호수가 맑다,the lake is clear
1807,,호텔,,,hotel,호텔에 묵다,stay in a hotel
1808,,혹시,或是,或は,maybe,만일,if
1809,,혼자,,,alone,혼자 살다,live alone
1810,,홍차,紅茶,紅茶,black tea,홍차를 마시다,drink black tea
1811,,화,火,火,angry,화가 나다,be angry
1812,,화가,畫家,画家,painter,직업,job
1813,,화나다,火,火,angry,친구가 화나다,my friend is angry
1814,,화내다,火,火,get angry,친구에게 화내다,get angry at a friend
1815,,화려하다,華麗,華麗,gorgeous,보석이 화려하다,jewelry is gorgeous
1816,,화요일,火曜日,火曜日,Tuesday,요일,day of the week
1817,,화장실,化粧室,化粧室,restroom,화장실에 가다,go to the bathroom
1818,,화장품,化粧品,化粧品,cosmetics,화장품을 바르다,apply cosmetics
1819,,환영,歡迎,歓迎,welcome,환영을 받다,be welcomed
1820,,환자,患者,患者,patient,환자을 돌보다,take care of the patient
1821,,환전,換錢,両替,currency exchange,달러 환전,dollar exchange
1822,,활발히,活發,活発,actively,활발히 활동하다,be active
1823,,회,回,回,"episode, edition",여러 회,several times
1824,,회사,會社,会社,company,회사에 다니다,go to work
1825,,회사원,會社員,会社員,office worker,직업,job
1826,,회색,灰色,灰色,gray,색깔,Color
1827,,회원,會員,会員,member,회원을 모집하다,recruit members
1828,,회의,會議,会議,meeting,회의가 열리다,a meeting is held
1829,,횡단보도,橫斷步道,横断歩道,crosswalk,횡단보도를 건너다,cross the crosswalk
1830,,후,後,後,after,오 분 후,five minutes later
1831,,후배,後輩,後輩,junior,영화계 후배,junior in the film industry
1832,,훌륭하다,,,excellent,작품이 훌륭하다,the work is great
1833,,훨씬,,,more,훨씬 많다,much more
1834,,휴가,休暇,休暇,vacation,휴가를 가다,go on vacation
1835,,휴게실,休憩室,休憩室,rest area,휴게실에서 쉬다,rest in the lounge
1836,,휴대폰,携帯電話,携帯電話,cellphone,휴대폰으로 전화하다,call by mobile phone
1837,,휴일,休日,休日,dayoff,휴일에 쉬다,rest on holiday
1838,,휴지,休紙,ちり紙,tissue,휴지를 줍다,pick up tissue paper
1839,,휴지통,休紙,ごみ箱,trash can,휴지통에 버리다,throw in the trash can
1840,,흐르다,,,flow,물이 흐르다,water flows
1841,,흐리다,,,"cloudy, murky",공기가 흐리다,the air is cloudy
1842,,흔들다,,,shake,손을 흔들다,shake one's hand
1843,,흘리다,,,"cry, shed",눈물을 흘리다,shed tears
1844,,희망,希望,希望,hope,희망 사항,wishlist
1845,,흰색,,,white color,색깔,color
1846,,힘,,,power,힘이 세다,"be strong, be powerful"
1847,,힘들다,,,"hard, tough",일이 힘들다,work is hard
